renda;amostra 1;amostra 2;amostra 3;amostra 4;amostra 5;amostra 6;amostra 7;amostra 8;amostra 9;amostra 10;amostra 11;amostra 12;amostra 13;amostra 14;amostra 15;amostra 16;amostra 17;amostra 18;amostra 19;amostra 20;amostra 21;amostra 22;amostra 23;amostra 24;amostra 25;amostra 26;amostra 27;amostra 28;amostra 29;amostra 30;amostra 31;amostra 32;amostra 33;amostra 34;amostra 35;amostra 36;amostra 37;amostra 38;amostra 39;amostra 40;amostra 41;amostra 42;amostra 43;amostra 44;amostra 45;amostra 46;amostra 47;amostra 48;amostra 49;amostra 50;amostra 51;amostra 52;amostra 53;amostra 54;amostra 55;amostra 56;amostra 57;amostra 58;amostra 59;amostra 60;amostra 61;amostra 62;amostra 63;amostra 64;amostra 65;amostra 66;amostra 67;amostra 68;amostra 69;amostra 70;amostra 71;amostra 72;amostra 73;amostra 74;amostra 75;amostra 76;amostra 77;amostra 78;amostra 79;amostra 80;amostra 81;amostra 82;amostra 83;amostra 84;amostra 85;amostra 86;amostra 87;amostra 88;amostra 89;amostra 90;amostra 91;amostra 92;amostra 93;amostra 94;amostra 95;amostra 96;amostra 97;amostra 98;amostra 99;amostra 100
6665;4665.163939;4594.773904;4671.435709;4673.390596;4769.306;4689.782671;4731.104053;4677.871071;4681.567468;4701.218697;4612.944908;4680.793;4600.540807;4704.043018;4675.768918;4710.609675;4698.61734;4679.659278;4670.231535;4702.233923;4667.861796;4628.042297;4689.528663;4684.160172;4695.125538;4680.053013;4644.191269;4630.947127;4654.468464;4654.100717;4653.327352;4644.135535;4641.932325;4616.04024;4619.662731;4635.471855;4663.957966;4689.602133;4679.343283;4619.194189;4625.414131;4687.766279;4647.55139;4669.943015;4683.788981;4665.560433;4660.253617;4679.091863;4684.792931;4658.832805;4653.353772;4586.652256;4688.392465;4642.128;4676.242065;4627.203013;4679.579484;4644.005229;4733.112031;4670.559267;4623.645616;4639.880224;4661.231492;4694.999422;4655.067877;4673.693512;4693.290176;4672.988388;4654.123957;4671.437657;4660.714534;4657.152698;4649.394162;4654.421675;4660.327926;4675.149206;4679.334501;4655.607666;4630.557776;4679.239127;4690.829696;4694.432366;4727.642552;4695.910505;4659.290447;4668.969614;4637.946239;4744.146325;4689.481406;4632.266857;4679.128473;4667.180118;4683.532285;4697.610358;4691.446513;4649.363279;4632.715041;4645.651546;4663.533919;4692.333984
6766;4769.499374;4697.65613;4750.04211;4813.294279;4757.688223;4743.025271;4716.60056;4745.638352;4720.488441;4712.99034;4715.152953;4759.30097;4711.372932;4731.07003;4745.739662;4741.378776;4767.701747;4724.428693;4725.180993;4783.71121;4737.06793;4741.624599;4733.790564;4704.327216;4744.348382;4751.309312;4756.056762;4782.00275;4682.059629;4701.205982;4733.141691;4673.886006;4752.627648;4751.180184;4712.129118;4744.141579;4738.020481;4795.316979;4748.982968;4760.615655;4745.935689;4705.859981;4781.253098;4732.936898;4779.095455;4718.557476;4711.17195;4745.236134;4758.703679;4727.84806;4741.237267;4737.07404;4762.274088;4714.209745;4731.648974;4793.352772;4686.457493;4747.007318;4740.859746;4690.456043;4765.675908;4719.158602;4712.657748;4728.311798;4734.553452;4742.128498;4745.106408;4733.319921;4734.641395;4681.557418;4753.981682;4705.637301;4671.875574;4690.675;4751.828576;4715.764224;4708.953463;4716.182865;4771.815249;4700.549259;4775.134112;4748.886299;4733.465682;4696.449459;4737.468507;4715.0161;4769.145063;4681.80263;4735.227939;4730.612772;4744.620868;4728.498764;4758.166868;4758.288107;4786.346319;4783.412743;4715.010151;4753.397279;4713.928835;4717.728804
6867;4797.851602;4768.752138;4860.590844;4728.595627;4837.599757;4820.194229;4817.9105;4859.803776;4807.079104;4794.935407;4835.132133;4809.933124;4823.780429;4798.748615;4775.029529;4824.328214;4738.806938;4777.120717;4797.215855;4850.858257;4817.861417;4809.591245;4784.903775;4815.882272;4782.14711;4791.185636;4815.651005;4805.623195;4789.048518;4757.591572;4808.799676;4774.705367;4771.706199;4872.7738;4804.815788;4861.928761;4783.099486;4814.368731;4802.316932;4799.090199;4823.027908;4889.821635;4819.83953;4797.516655;4790.081017;4805.106818;4840.84053;4725.263515;4808.34415;4884.993176;4824.595836;4798.912795;4780.016103;4870.026644;4833.607156;4827.963263;4724.099712;4737.246774;4770.109203;4771.6832;4778.659804;4765.554754;4793.655493;4790.740707;4819.95872;4789.649107;4754.17253;4827.3263;4806.605855;4775.479876;4845.417594;4761.26935;4819.407048;4824.203589;4856.287687;4827.701901;4760.37652;4827.075797;4791.831295;4791.616334;4876.431747;4767.236675;4798.319577;4839.157317;4868.256008;4805.97734;4789.309247;4794.186102;4789.295363;4805.440625;4822.096282;4834.32484;4810.204681;4787.223575;4835.013741;4785.672401;4820.17835;4792.469899;4764.413014;4793.294635
6968;4865.136043;4896.254704;4839.818072;4900.231194;4849.714212;4846.515829;4860.516261;4877.698199;4928.809769;4826.521735;4904.02692;4882.428542;4944.446357;4875.464049;4885.847322;4890.28445;4865.343141;4886.134396;4867.500784;4847.269531;4895.423399;4849.989262;4866.340733;4818.60146;4917.493971;4858.329414;4795.738182;4833.323743;4905.549827;4860.530981;4838.677518;4865.716619;4871.170082;4876.441051;4848.193844;4850.802818;4910.473288;4877.617466;4899.450652;4866.956745;4850.882255;4894.546686;4879.408695;4885.837908;4883.080082;4910.629566;4858.552798;4932.753233;4889.863426;4833.530447;4864.046301;4851.941776;4862.15208;4887.04951;4846.744212;4850.837229;4953.597475;4923.468097;4883.31068;4854.48573;4876.998566;4861.763357;4872.700893;4859.091813;4934.991565;4890.44616;4880.96057;4925.081896;4854.462358;4865.627376;4884.592063;4894.090669;4873.852155;4871.608327;4911.199791;4884.145834;4871.311354;4906.183327;4900.773909;4881.868929;4869.500625;4844.145436;4949.278267;4937.671514;4932.199034;4910.189225;4867.486726;4905.25944;4887.293919;4850.624516;4850.366014;4859.284242;4866.282541;4805.428836;4842.85601;4922.846237;4879.48876;4939.78166;4864.331809;4883.07999
7069;4946.373518;4946.71495;4985.58541;4902.085002;4959.499314;4928.568368;4940.179855;4920.664217;4951.729356;4965.427449;4878.875398;4981.901831;4951.495974;4902.138975;4939.852836;4913.286195;4958.52404;4931.662566;4920.33127;4969.744039;4987.852536;4947.648242;4925.723733;4968.933179;4892.653823;4987.815863;4929.537552;4934.137007;4928.260284;4873.888534;4971.250581;4944.893674;4982.32044;4864.978041;4938.625055;4996.081478;4952.947315;4973.296082;4943.0777;4890.397508;4988.636996;4967.558752;4959.913681;4930.583111;4979.50271;4938.942651;4941.489542;4992.048679;4940.440322;5004.096903;4925.212191;4957.1077;4942.571388;4896.137898;4929.682706;4960.486767;4960.75959;4940.340505;4925.559566;4970.168362;4942.574525;4974.863463;4941.432939;4960.413278;4940.869054;4978.734809;4934.137795;4951.756994;4967.903972;4931.767752;4979.408956;4919.799008;4861.546298;4995.922952;4975.098833;5022.777635;4973.34227;4897.226877;4960.137616;4924.581011;4906.215405;4923.121959;4976.894077;4978.545366;4894.865294;4918.576598;4965.493442;4980.788602;5019.536642;4945.584984;4978.251166;4969.695326;4927.268305;4956.324618;4926.653288;4984.056468;4953.994282;4925.856516;4894.59877;4979.894387
7170;5032.297574;4996.456559;5017.679582;4972.425348;4973.87773;5024.28355;5061.80441;5011.694408;5034.724947;5003.88588;5041.012706;5028.980463;5028.334354;5014.969451;4987.123921;5072.657018;4988.535139;5015.551114;5023.988565;5045.9312;5004.984994;4989.566263;5046.233839;5032.058924;5010.048517;5039.505814;5049.27878;5017.187577;4959.072285;5017.761992;5030.339229;5026.988678;5035.444926;5007.584925;4984.673576;5026.384157;5031.370438;5026.763434;5041.695887;5020.89852;5065.958172;5035.731385;5017.903008;4983.910527;4988.32726;4973.337145;5021.555661;5003.289201;5022.138714;5049.372824;5014.530152;4960.453597;5039.171036;5026.862474;4995.293589;5059.733566;5002.725439;4998.422726;5032.313406;4982.289095;5003.780258;5056.296416;5029.916697;5068.568328;5063.719923;5058.49997;4995.463203;5052.579584;5032.595661;5038.101549;5039.950698;5055.569639;5016.211198;4970.412104;5024.105749;5037.352085;5019.997575;5030.490704;4955.541763;5004.555947;5009.832868;5056.000357;4998.935388;5022.163674;5060.439751;5043.624602;5046.22876;5041.447233;5000.20065;5007.479571;5021.139085;4998.10935;5004.842231;4978.837057;5044.868245;5023.044074;5000.683714;5047.44915;5057.928858;5052.551797
7271;5072.630318;5080.114079;5049.931303;5064.472683;5053.13757;5092.749772;5127.767723;5074.60197;5053.289788;5128.130016;5077.806232;5124.342462;5149.17946;5054.301357;5085.619523;5084.541285;5098.474905;5096.792327;5066.128678;5088.37351;5107.610246;5118.9574;5120.628574;5073.430661;5042.850952;5088.15512;5097.73438;5077.843382;5090.392119;5079.674661;5068.524642;5107.805169;5083.39089;5097.482048;5161.749513;5078.980318;5099.549771;5083.54548;5089.160999;5109.066674;5123.800651;5115.806528;5100.628523;5107.701536;5123.010952;5105.991831;5068.249318;5084.997915;5126.97318;5120.604548;5137.453986;5105.853746;5109.117835;5059.685094;5062.495486;5100.516959;5134.087205;5096.396307;5090.312666;5112.980881;5106.111151;5075.903899;5060.549074;5091.0409;5154.599602;5053.049013;5115.31352;5087.711226;5117.950011;5096.33306;5071.720498;5128.389182;5109.84135;5145.620937;5099.140886;5089.766304;5087.392034;5108.234294;5059.004163;5123.288718;5093.965687;5049.759379;5087.837392;5066.510408;5052.840641;5101.317784;5112.224542;5081.215743;5082.824298;5062.599093;5059.288071;5052.030049;5106.853839;5059.425014;5075.671704;5023.827833;5143.662884;5105.371168;5048.358856;5072.869458
7372;5178.98181;5176.192299;5140.054277;5194.564144;5171.012458;5137.956115;5154.924862;5137.62988;5148.257221;5116.965804;5152.079938;5140.820443;5119.160283;5198.34285;5200.164505;5196.871803;5147.275493;5121.31781;5114.035344;5186.641686;5197.829904;5143.014731;5153.952788;5141.448129;5118.028752;5161.504278;5173.789226;5222.686325;5123.806556;5146.639488;5177.268257;5160.018373;5185.411358;5210.392353;5123.172218;5113.068619;5138.828886;5164.722053;5223.551462;5160.423099;5141.77056;5180.32078;5147.930216;5198.6254;5166.884759;5193.557427;5187.723911;5141.554823;5197.227819;5120.787809;5182.215352;5199.323833;5112.667703;5196.501773;5148.30008;5141.675685;5166.518643;5201.143759;5166.302569;5179.687763;5146.861223;5172.273211;5170.906914;5113.793796;5201.696645;5215.732857;5164.991517;5150.268854;5178.208428;5209.178493;5111.448745;5204.124968;5149.9542;5165.823184;5194.104995;5181.2788;5104.864118;5194.254931;5139.482339;5210.129328;5146.099277;5245.572355;5150.575799;5122.019124;5156.356817;5144.379131;5205.266202;5181.963444;5158.415067;5138.247378;5142.290049;5135.06408;5156.726384;5183.939607;5119.587149;5134.645776;5207.993873;5165.909555;5160.469531;5139.896728
7473;5214.106498;5289.801957;5218.971939;5256.521568;5203.229084;5222.5858;5278.841784;5232.865112;5258.211952;5242.860762;5229.506796;5214.342818;5236.630994;5224.376643;5186.619745;5216.733816;5239.098893;5261.542872;5176.123285;5223.727099;5248.2304;5205.216813;5265.993757;5241.679788;5260.522978;5261.906467;5237.549799;5229.333863;5198.165699;5223.724287;5190.487239;5224.991702;5244.207333;5180.922393;5273.572716;5196.787381;5260.196527;5224.51086;5201.748081;5274.505917;5171.301689;5266.196659;5229.763823;5285.418966;5254.174016;5252.688136;5179.611855;5296.59819;5217.634643;5222.262134;5203.955703;5211.545912;5217.543639;5232.236358;5252.006345;5245.419127;5195.138894;5211.554711;5236.992208;5218.860244;5212.88758;5181.051805;5252.948739;5213.932745;5217.385868;5249.668843;5202.960142;5144.52177;5204.951307;5218.559228;5268.902046;5239.836835;5272.627465;5198.02141;5203.708907;5204.756851;5269.295981;5234.480884;5301.810789;5290.451593;5244.128195;5202.416626;5283.247928;5293.89119;5240.536959;5248.395063;5202.688338;5223.109107;5204.013993;5218.788426;5278.660898;5222.02271;5287.192614;5221.909704;5180.608704;5189.006694;5225.201701;5180.617326;5203.803113;5194.512137
7574;5293.970493;5288.286719;5303.00929;5346.437929;5253.571961;5318.193032;5294.490422;5270.358412;5286.448271;5288.889425;5299.975151;5268.919097;5293.537002;5282.823022;5314.939656;5277.477646;5273.256755;5291.138671;5364.369342;5291.280046;5332.026905;5290.476549;5333.339742;5323.622571;5326.626266;5287.559455;5270.804313;5294.805441;5322.703749;5276.050295;5289.563786;5271.596579;5276.583416;5243.254222;5297.889304;5291.177558;5329.653443;5311.770624;5304.918154;5332.744563;5300.203589;5297.791521;5259.906361;5316.560839;5283.653784;5253.747449;5295.612094;5301.824387;5276.055448;5334.095875;5308.783512;5308.098209;5308.21555;5250.504687;5303.812911;5274.817987;5314.287121;5361.422274;5221.338756;5307.194098;5390.137512;5310.487501;5282.41327;5345.878259;5253.363513;5368.829192;5303.677762;5263.938409;5279.338462;5305.782036;5316.932638;5326.402354;5314.725182;5296.023867;5297.901531;5290.772318;5309.406355;5293.49969;5251.640001;5234.700942;5339.943085;5267.254767;5342.147987;5289.113969;5292.869023;5307.975748;5297.746941;5273.597081;5300.841058;5297.668693;5271.353184;5321.311912;5313.378506;5321.380156;5305.314784;5307.131879;5314.199742;5350.506549;5308.618207;5319.011429
7675;5286.857103;5361.64712;5362.821277;5382.418537;5377.768523;5372.814329;5392.747824;5379.433262;5367.859003;5382.868769;5391.287962;5412.546484;5362.611535;5394.033485;5395.838749;5383.874192;5367.33146;5325.152657;5389.492325;5363.336008;5438.48499;5405.980323;5353.73199;5350.883139;5390.323827;5418.013476;5396.392163;5380.964038;5400.964765;5452.379672;5387.589082;5403.100038;5371.433883;5390.197194;5328.776709;5411.516869;5399.613862;5374.950956;5389.942495;5394.335496;5353.851324;5373.949479;5398.090768;5404.668064;5361.631627;5340.24017;5420.204922;5341.11803;5350.092851;5376.963972;5407.347967;5371.157445;5357.730069;5392.664533;5391.224145;5366.535753;5350.087408;5399.120064;5372.485485;5374.478147;5366.309146;5380.926167;5342.280625;5361.563094;5376.309189;5396.19569;5359.017286;5365.684418;5370.907935;5372.088111;5429.703337;5373.693421;5337.934576;5381.415829;5385.185876;5376.892139;5412.315235;5428.576393;5344.504495;5381.905933;5404.15618;5429.209137;5315.370872;5395.027967;5402.030983;5376.544164;5386.549663;5358.34987;5382.546036;5323.839251;5410.282108;5402.925577;5420.809234;5446.003864;5360.749117;5347.075974;5389.151556;5416.305523;5381.602086;5362.417641
7776;5434.967428;5440.178208;5439.116492;5452.593013;5378.739931;5484.440014;5412.162769;5453.841977;5416.077137;5446.178884;5416.695731;5413.923828;5458.871642;5425.802636;5466.064514;5458.805797;5422.171073;5448.955274;5471.984711;5422.798111;5423.559042;5449.636481;5481.327909;5406.509128;5415.497564;5367.710827;5453.551627;5505.977171;5476.658147;5444.848183;5426.685415;5381.736709;5443.637912;5395.177437;5441.962764;5447.509381;5444.441711;5474.070016;5450.169947;5410.846255;5429.092813;5449.996326;5431.778033;5397.770473;5446.621853;5491.700577;5432.63953;5434.937144;5423.062576;5427.570387;5440.82106;5424.245924;5454.344204;5434.568132;5448.469577;5394.770413;5427.626957;5410.252042;5440.489887;5469.707079;5399.519234;5437.054452;5440.872084;5420.609006;5386.725529;5401.160881;5424.944926;5427.644813;5472.487557;5454.872346;5460.447277;5411.275218;5426.960771;5405.535707;5432.542075;5479.329355;5421.835309;5451.589918;5449.334055;5469.687135;5390.717774;5485.373706;5437.200954;5437.303037;5450.004178;5476.90271;5445.501874;5453.594662;5479.024267;5376.736631;5435.179142;5494.475236;5472.302525;5439.455843;5439.338772;5390.061138;5431.384429;5426.814203;5414.605657;5448.829287
7877;5502.348383;5535.835368;5501.845697;5476.427628;5532.020729;5526.774575;5499.895604;5541.992782;5506.272133;5478.556483;5492.260522;5521.574839;5466.636768;5535.133105;5524.815094;5499.660742;5506.831637;5497.477853;5518.744462;5498.77104;5532.137609;5475.30786;5512.571898;5528.523539;5516.692819;5565.940791;5482.549386;5464.06847;5476.351299;5533.434262;5585.553969;5451.947479;5567.517542;5513.181526;5456.491393;5501.659951;5512.804719;5512.183617;5496.657855;5499.795662;5466.613631;5475.047514;5491.13979;5493.097139;5490.173699;5522.480448;5548.264947;5486.297748;5487.264979;5492.882783;5515.7685;5545.026282;5530.227803;5482.820078;5504.667571;5510.462153;5566.94697;5573.152868;5546.686574;5469.181016;5502.049156;5499.710994;5486.218629;5474.480671;5511.389415;5522.708403;5489.557916;5490.568967;5484.04019;5538.061827;5503.028875;5571.386715;5498.013788;5534.690115;5553.821466;5518.374572;5518.858142;5478.869766;5509.980875;5582.816249;5555.275854;5500.993684;5513.022399;5485.766068;5506.143842;5518.398591;5466.477235;5497.674126;5535.52935;5491.669876;5478.642017;5556.402558;5492.628184;5530.087598;5531.957606;5471.383514;5489.353527;5543.7362;5504.445847;5489.509698
7978;5586.250977;5604.901519;5588.95683;5554.434696;5562.903634;5621.941882;5570.677498;5580.101444;5557.76907;5591.972165;5580.894007;5620.514072;5617.923347;5598.944641;5576.403121;5553.498642;5587.666877;5586.402421;5603.298394;5617.759338;5553.742028;5584.331345;5560.865559;5576.321393;5609.979985;5559.958264;5624.657887;5634.142625;5584.033395;5581.097111;5573.635292;5555.104984;5600.406561;5604.585142;5578.892348;5580.499452;5609.394242;5617.278185;5559.184412;5534.397249;5557.326581;5632.116071;5582.345827;5572.928097;5543.837278;5531.329113;5549.610753;5572.263983;5585.577362;5602.796318;5596.308128;5581.709207;5522.883488;5543.159517;5593.987791;5627.64905;5610.325523;5579.364537;5539.255717;5594.944152;5599.334862;5595.529975;5633.584846;5595.988655;5557.566119;5546.632703;5602.18627;5580.546501;5541.741015;5588.096167;5631.377284;5597.715749;5636.147181;5589.793305;5622.502504;5589.402592;5559.420297;5614.48021;5549.96635;5553.974762;5616.985861;5615.430745;5595.476211;5572.730188;5623.945935;5612.427332;5577.366398;5606.881228;5588.90929;5626.702819;5578.5004;5574.849396;5596.322869;5582.643376;5600.004178;5603.743359;5614.317975;5570.253698;5598.457794;5576.442261
8079;5603.765739;5648.90853;5667.156283;5657.131767;5610.960031;5709.312686;5689.983539;5659.670575;5622.537526;5715.179482;5622.605808;5647.919433;5688.848396;5641.479499;5713.935916;5662.778637;5613.014197;5650.725323;5663.87689;5675.411586;5639.880685;5650.565864;5664.525754;5628.899988;5673.315725;5634.015753;5666.678689;5659.762106;5676.038707;5638.710942;5643.952909;5635.774022;5695.748591;5674.93272;5697.713162;5661.297862;5684.810896;5679.36849;5663.709557;5688.216835;5681.780322;5631.859164;5700.383845;5676.196409;5654.755169;5659.558094;5626.289748;5585.966024;5642.09608;5653.376436;5591.029834;5655.770726;5690.519386;5630.809795;5638.731308;5664.981502;5614.156715;5593.778507;5691.600672;5715.693962;5650.94558;5675.397578;5619.81854;5643.157696;5689.184216;5680.557468;5612.203153;5629.612809;5719.48362;5686.419172;5709.584578;5699.895464;5654.007936;5692.737471;5696.775432;5658.258146;5629.722856;5648.09116;5630.335183;5650.482776;5644.192358;5662.854253;5692.130036;5608.613791;5624.13109;5584.524085;5658.717585;5649.791843;5621.946627;5683.25599;5681.620278;5649.255145;5644.154004;5651.701226;5640.957649;5603.258706;5620.133394;5657.565605;5666.433643;5704.872148
8180;5679.591469;5681.160474;5701.949111;5715.100287;5745.838303;5730.994647;5684.078263;5674.25612;5706.837677;5722.979136;5699.399761;5761.842989;5743.305312;5717.101712;5726.002901;5711.072706;5716.328225;5736.333801;5683.642056;5695.404102;5674.733926;5737.368739;5745.196317;5659.188119;5707.528737;5740.000679;5744.377182;5769.615674;5703.021454;5705.847905;5700.955096;5710.64793;5643.582971;5727.34911;5720.901354;5805.979111;5732.232952;5719.487639;5704.909193;5720.860406;5683.091601;5681.77757;5735.860134;5744.266161;5735.275365;5711.975943;5735.311833;5726.031401;5688.226576;5729.21809;5770.312986;5687.484766;5749.933941;5764.344732;5714.223927;5686.48256;5734.250945;5724.294148;5728.851993;5711.239122;5779.830834;5750.099807;5752.074135;5782.117596;5694.718506;5702.494542;5743.215483;5719.896449;5713.08882;5746.906986;5744.738249;5732.212401;5725.034518;5744.546271;5747.157599;5746.714566;5745.553084;5698.458497;5723.439874;5785.496658;5713.304264;5704.70666;5710.364569;5752.001485;5771.743068;5760.244307;5687.112605;5661.943878;5716.488112;5702.268078;5692.630613;5729.446371;5722.074277;5744.729814;5683.279176;5758.239429;5745.841702;5715.04456;5760.892798;5687.142728
8281;5828.559472;5752.834909;5787.298761;5784.555726;5821.445399;5772.326926;5802.895443;5777.120436;5765.211675;5814.357321;5785.342765;5824.865882;5770.539273;5761.961397;5799.648319;5817.195164;5761.894419;5823.481818;5776.693459;5823.918202;5748.843984;5758.919318;5806.252909;5801.796035;5828.993634;5799.364889;5860.793188;5757.288106;5833.887568;5765.489484;5778.673589;5866.889886;5847.096512;5823.814269;5853.787875;5744.861239;5810.980753;5782.148618;5801.466061;5808.244045;5802.851537;5765.040006;5813.153258;5821.478526;5785.55578;5780.852591;5786.908895;5800.588943;5827.473924;5823.698141;5753.208905;5833.768529;5768.322784;5838.355581;5794.538661;5812.217914;5807.06892;5843.099271;5822.406059;5800.447902;5781.724739;5809.85095;5771.829393;5776.748114;5761.021123;5781.374076;5796.233437;5814.100941;5788.521548;5835.826163;5722.552249;5801.335383;5829.705743;5786.24203;5814.061073;5771.682105;5818.367904;5794.8239;5869.85677;5777.211546;5719.456172;5804.290435;5783.313597;5739.155917;5812.563273;5815.423246;5811.385172;5792.361327;5877.081762;5817.284032;5843.886863;5772.789059;5820.198279;5757.803622;5805.054015;5755.98914;5848.6939;5796.27166;5856.323984;5771.00914
8382;5838.522019;5877.299852;5842.152462;5881.163952;5889.27862;5874.760793;5844.842439;5876.742576;5833.420083;5922.766459;5874.917508;5816.331613;5887.266797;5883.655085;5872.898791;5935.004159;5853.358239;5883.256286;5878.554591;5882.372353;5857.484135;5894.645484;5817.613137;5826.334878;5904.759001;5808.772662;5846.342546;5870.291966;5874.782537;5866.271215;5891.894058;5856.73763;5855.919203;5852.46569;5899.88633;5820.598215;5834.025487;5817.801791;5835.12398;5884.130339;5853.520236;5872.208639;5850.825684;5869.085524;5934.225531;5901.979384;5912.049015;5880.519347;5885.559322;5897.5312;5885.302544;5856.00877;5887.027586;5870.435855;5837.439815;5867.971256;5865.356763;5878.634667;5856.997709;5920.286072;5871.972953;5914.350117;5837.293215;5863.462146;5871.663505;5867.749883;5848.552247;5807.935352;5875.107366;5861.203576;5866.146375;5833.499822;5877.465332;5896.117268;5884.486178;5880.346071;5842.821439;5892.928167;5834.599455;5876.888789;5876.209996;5834.650096;5866.823185;5844.906385;5879.02313;5881.234934;5889.053174;5859.709251;5859.801305;5854.683259;5885.52834;5874.003344;5846.623567;5846.782073;5868.603246;5908.034306;5911.244606;5856.72868;5850.347373;5869.829225
8483;5986.555306;5889.455614;5923.819066;5933.327091;5957.244283;5965.934018;5936.169751;5948.028846;5942.040484;5958.025274;5957.474694;5952.68094;5861.960871;5944.726704;5971.046529;5909.233068;5952.0945;5949.105905;6008.276997;5942.479038;5939.601142;5921.818136;5963.321248;5965.944892;5941.53654;5983.816342;5876.447834;5954.118673;5940.078789;5897.412461;5937.741998;5897.839546;5944.016848;5893.762947;5919.482809;5895.863423;5964.363228;5941.391524;5944.90451;5938.360569;5941.06343;5914.78364;5912.732861;5954.085391;5928.996309;5926.330959;5934.147676;5961.447859;5917.13075;5927.787489;5862.353105;5890.207213;5970.053423;5944.795364;5936.532344;5952.501861;5978.011726;5973.14496;5910.62019;5909.325944;5930.362808;5977.071641;5922.262767;5955.302305;5973.049988;5971.730586;5982.76421;5885.228355;5925.795917;5938.357798;5952.008908;5954.448203;5987.602681;5880.532177;5941.239729;5921.104706;5910.585777;5916.19054;5932.414146;5984.151861;5903.58631;5945.987996;5937.697959;5929.956999;5932.787353;5964.723961;5892.779822;5953.535409;5926.202036;5955.857686;5958.464759;5917.968336;5939.857142;5940.276494;5991.631894;5957.464073;5941.595992;5931.077285;5897.273523;5960.827938
8584;5984.594437;5927.38242;6023.159075;6024.281126;6026.423357;6053.896215;6009.799357;6010.593287;5921.811635;5978.187254;6069.270188;5982.1368;6034.695223;6025.54518;6013.17449;6014.446035;6081.792041;6017.224052;5974.656416;6021.374168;6052.45143;5960.93335;6077.321312;5993.149524;6036.391473;5994.794322;6006.23785;6019.858689;6023.398365;6005.302774;5970.153764;6031.145225;6020.145607;5964.959789;5989.31152;6048.343936;6035.577978;6001.819924;6010.243016;6032.560798;6063.640296;6058.317134;6027.797354;6048.067818;6015.031672;6030.184559;6053.889394;6015.622863;5980.535613;6005.900768;6018.274001;5997.434084;6061.884287;6045.300987;6019.088867;5974.210475;6078.927176;6044.407807;5998.389803;5996.899006;5977.202349;5974.292099;6035.122265;6002.092714;5975.672077;6038.990319;5997.588075;5986.473695;5959.863335;6009.137546;5991.701017;6038.074697;6001.169474;5982.901261;6040.319264;5991.205006;6019.541868;6025.479023;5942.634469;6045.075558;5979.107436;5949.84086;5983.074078;6025.253709;6024.980735;6012.776729;5999.086726;6008.221332;6050.508281;5991.470007;5975.721652;5969.0436;6043.351086;6014.34239;6048.139332;6077.812016;5951.406035;5915.690472;6029.926784;6017.595741
8685;6093.99909;6077.671479;6069.847395;6083.993773;6053.547138;6098.291797;6072.367075;6086.700191;6068.092863;6011.391539;6100.448158;6098.87584;6118.863794;6105.321376;6092.696164;6070.126466;6135.726989;6082.944207;6078.151921;6110.230692;6156.897068;6030.80031;6056.695905;6064.188316;6074.658667;6110.931985;6083.112565;6078.227662;6081.232337;6097.509577;6127.591867;6064.280459;6063.268849;6073.632342;6121.538258;6043.427342;6083.308399;6074.552245;6097.219576;6113.762103;6098.89354;6091.498181;6133.06171;6049.222151;6058.591986;6041.453547;6049.536727;6100.175647;6113.486599;6132.288461;6137.753435;6085.871059;6111.488868;6104.325641;6094.413071;6069.166115;6079.210638;6091.944282;6094.614978;6070.10118;6073.649635;6080.494006;6083.556505;6077.165609;6039.417593;6097.607122;6076.088015;6119.371082;6100.823661;6091.961367;6032.810064;6113.29446;6082.815695;6068.050985;6089.782359;6089.279746;6127.691586;6118.798522;6075.294942;6083.442341;6067.024097;6086.307448;6104.088987;6078.075453;6099.643186;6114.675632;6051.539739;6087.788255;6091.410391;6088.885669;6084.159167;6051.861163;6085.820208;6082.418668;6099.246361;6079.877742;6081.094448;6077.348859;6068.983335;6092.140017
8786;6137.088003;6165.303598;6144.917447;6162.36711;6101.154884;6171.101851;6142.568199;6179.012499;6141.899911;6195.586369;6133.134659;6127.370192;6096.261113;6096.578446;6165.187882;6169.745604;6142.570298;6219.984894;6186.593297;6140.652476;6216.509986;6203.645946;6121.484836;6226.580178;6157.972233;6143.619436;6158.734033;6154.114785;6135.395575;6132.150297;6123.89961;6159.288101;6100.348416;6165.651673;6129.75311;6168.712321;6173.515561;6158.449665;6108.46518;6157.347737;6126.332426;6083.756578;6189.62015;6187.073773;6105.163716;6197.639041;6188.467158;6150.334612;6215.689372;6130.501979;6145.919717;6189.650444;6125.698769;6167.871469;6167.185432;6154.564854;6132.73422;6223.150273;6108.733984;6214.911035;6129.174639;6136.696213;6168.100859;6173.812975;6106.170335;6148.130901;6147.436659;6138.954967;6169.654547;6124.446601;6208.616275;6139.262037;6164.121594;6179.474488;6128.068458;6231.939178;6190.836923;6165.173286;6121.875516;6147.470541;6136.680052;6174.696285;6181.562801;6145.519741;6181.623228;6147.157395;6100.689174;6180.124837;6163.66883;6168.176908;6162.639702;6124.312345;6165.380592;6116.004947;6164.064123;6157.069293;6160.270819;6127.582796;6151.775345;6182.263688
